REGIÃO ;PAÍS;VALOR DO CONSUMO EM BILHÕES m3;ANO
Oriente Médio;Omã;22,97065503;2015
Oriente Médio;Outros;22,39735837;2015
África;África do Sul;4,417253976;2015
África;África Central;3,17017419;2015
África;África Ocidental;24,26376934;2015
África;África Oriental;1,607924893;2015
África;Argélia;37,9225;2015
África;Egito;46,01877088;2015
África;Marrocos;1,129837188;2015
África;Outros Norte da África;11,05319634;2015
Ásia-Pacífico;Austrália;42,10696996;2015
Ásia-Pacífico;Bangladesh;25,85406276;2015
Ásia-Pacífico;China;194,689528;2015
Ásia-Pacífico;Cingapura;11,57865095;2015
Ásia-Pacífico;Coreia do Sul;45,6497271;2015
Ásia-Pacífico;Filipinas;3,322501173;2015
Ásia-Pacífico;Hong Kong;3,083407706;2015
Ásia-Pacífico;Índia;46,41222395;2015
Ásia-Pacífico;Indonésia;41,04607231;2015
Ásia-Pacífico;Japão;118,718936;2015
Ásia-Pacífico;Malásia;43,946281;2015
Ásia-Pacífico;Nova Zelândia;4,702680921;2015
Ásia-Pacífico;Paquistão;36,53421127;2015
Ásia-Pacífico;Tailândia;50,96095611;2015
Ásia-Pacífico;Taiwan;19,24085441;2015
Ásia-Pacífico;Vietnã;10,2869;2015
Ásia-Pacífico;Outros;12,01196769;2015
América do Norte;Canadá;109,45905;2016
América do Norte;Estados Unidos;750,2779648;2016
América do Norte;México;91,84006292;2016
Américas Central e do Sul;Argentina;48,34543496;2016
Américas Central e do Sul;Brasil;37,71837645;2016
Américas Central e do Sul;Chile;5,916300789;2016
Américas Central e do Sul;Colômbia;10,64883353;2016
Américas Central e do Sul;Equador;0,67826692;2016
Américas Central e do Sul;Peru;7,605224601;2016
Américas Central e do Sul;Trinidad e Tobago;18,58337943;2016
Américas Central e do Sul;Venezuela;38,34022631;2016
Europa e Eurásia;Outros;7,309978362;2016
Europa e Eurásia;Alemanha;84,88475;2016
Europa e Eurásia;Áustria;8,282873752;2016
Europa e Eurásia;Azerbaijão;10,9306475;2016
Europa e Eurásia;Bielorrússia;17,65690265;2016
Europa e Eurásia;Bélgica;16,14832076;2016
Europa e Eurásia;Bulgaria;3,12505;2016
Europa e Eurásia;Cazaquistão;15,80606646;2016
Europa e Eurásia;Croácia;2,524353333;2016
Europa e Eurásia;Dinamarca;3,365253265;2016
Europa e Eurásia;Eslováquia;4,530275;2016
Europa e Eurásia;Eslovênia;0,819060127;2016
Europa e Eurásia;Estônia;0,483361111;2016
Europa e Eurásia;Espanha;29,11602899;2016
Europa e Eurásia;Finlândia ;1,997611111;2016
Europa e Eurásia;França;44,56107701;2016
Europa e Eurásia;Grécia ;3,998519604;2016
Europa e Eurásia;Holanda;34,52777778;2016
Europa e Eurásia;Hungria;9,334416667;2016
Europa e Eurásia;Irlanda;4,920653;2016
Europa e Eurásia;Itália;68,04046352;2016
Europa e Eurásia;Letônia;1,3195875;2016
Europa e Eurásia;Lituânia;2,142250536;2016
Europa e Eurásia;Luxemburgo;0,824701825;2016
Europa e Eurásia;Macedônia;0,204733357;2016
Europa e Eurásia;Noruega;4,372412742;2016
Europa e Eurásia;Polônia;18,25761111;2016
Europa e Eurásia;Portugal;5,078813347;2016
Europa e Eurásia;República Tcheca;8,159975;2016
Europa e Eurásia;Reino Unido;80,96592226;2016
Europa e Eurásia;Romênia;10,40445;2016
Europa e Eurásia;Rússia;420,196367;2016
Europa e Eurásia;Suécia;0,982925;2016
Europa e Eurásia;Suíça;3,1365;2016
Europa e Eurásia;Turquia;44,4232125;2016
Europa e Eurásia;Turcomenistão;30,85299902;2016
Europa e Eurásia;Ucrânia;30,29707719;2016
Europa e Eurásia;Uzbequistão;41,63407274;2016
Europa e Eurásia;Outros;10,12349181;2016
Oriente Médio;Arábia Saudita;105,317;2016
Oriente Médio;Catar;43,09031032;2016
Oriente Médio;Coveite;21,06762404;2016
Oriente Médio;Emirados Árabes Unidos;72,48717171;2016
Oriente Médio;Irã;201,3527689;2016
Oriente Médio;Iraque;9,8955781;2016
Oriente Médio;Israel;9,24945;2016
Oriente Médio;Omã;22,8687745;2016
Oriente Médio;Outros;23,56766182;2016
África;África do Sul;4,602845757;2016
África;África Central;3,6966773;2016
África;África Ocidental;21,63711779;2016
África;África Oriental;2,02833066;2016
África;Argélia;38,59625;2016
África;Egito;49,3541125;2016
África;Marrocos;1,14819546;2016
África;Outros Norte da África;12,10483392;2016
Ásia-Pacífico;Austrália;41,72607232;2016
Ásia-Pacífico;Bangladesh;26,45094657;2016
Ásia-Pacífico;China;209,4410888;2016
Ásia-Pacífico;Cingapura;11,90210866;2016
Ásia-Pacífico;Coreia do Sul;47,6436906;2016
Ásia-Pacífico;Filipinas;3,809864249;2016
Ásia-Pacífico;Hong Kong;3,165340739;2016
Ásia-Pacífico;Índia;50,82949577;2016
Ásia-Pacífico;Indonésia;38,26682005;2016
Ásia-Pacífico;Japão;116,4174455;2016
Ásia-Pacífico;Malásia;41,94278411;2016
Ásia-Pacífico;Nova Zelândia;4,89674164;2016
Ásia-Pacífico;Paquistão;38,28259095;2016
Ásia-Pacífico;Tailândia;50,56425511;2016
Ásia-Pacífico;Taiwan;19,98935309;2016
Ásia-Pacífico;Vietnã;10,23865;2016
Ásia-Pacífico;Outros;11,39737302;2016
América do Norte;Canadá;115,7451679;2017
América do Norte;Estados Unidos;739,4524587;2017
América do Norte;México;87,60003957;2017
Américas Central e do Sul;Argentina;48,47736625;2017
Américas Central e do Sul;Brasil;38,34246004;2017
Américas Central e do Sul;Chile;5,997437358;2017
Américas Central e do Sul;Colômbia;10,00902031;2017
Américas Central e do Sul;Equador;0,609634174;2017
Américas Central e do Sul;Peru;6,743276168;2017
Américas Central e do Sul;Trinidad e Tobago;18,45680332;2017
Américas Central e do Sul;Venezuela;37,64825572;2017
Europa e Eurásia;Outros;7,148938127;2017
Europa e Eurásia;Alemanha;90,15865459;2017
Europa e Eurásia;Áustria;9,005945664;2017
Europa e Eurásia;Azerbaijão;10,5864325;2017
Europa e Eurásia;Bielorrússia;17,99724828;2017
Europa e Eurásia;Bélgica;16,37967156;2017
Europa e Eurásia;Bulgaria;3,217516667;2017
Europa e Eurásia;Cazaquistão;16,29279064;2017
Europa e Eurásia;Croácia;2,687783656;2017
Europa e Eurásia;Dinamarca;3,232919764;2017
Europa e Eurásia;Eslováquia;4,500825;2017
Europa e Eurásia;Eslovênia;0,862206026;2017
Europa e Eurásia;Estônia;0,459099743;2017
Europa e Eurásia;Espanha;32,00162588;2017
Europa e Eurásia;Finlândia ;1,835388889;2017
Europa e Eurásia;França;44,74171103;2017
Europa e Eurásia;Grécia ;4,822167834;2017
Europa e Eurásia;Holanda;36,05759489;2017
Europa e Eurásia;Hungria;9,932305556;2017
Europa e Eurásia;Irlanda;5,071031679;2017
Europa e Eurásia;Itália;72,10519571;2017
Europa e Eurásia;Letônia;1,1963875;2017
Europa e Eurásia;Lituânia;2,229287199;2017
Europa e Eurásia;Luxemburgo;0,806101784;2017
Europa e Eurásia;Macedônia;0,263054587;2017
Europa e Eurásia;Noruega;4,52472798;2017
Europa e Eurásia;Polônia;19,14237142;2017
Europa e Eurásia;Portugal;6,150222868;2017
Europa e Eurásia;República Tcheca;8,374807675;2017
Europa e Eurásia;Reino Unido;78,78406416;2017
Europa e Eurásia;Romênia;11,8914;2017
Europa e Eurásia;Rússia;424,7562728;2017
Europa e Eurásia;Suécia;0,793175;2017
Europa e Eurásia;Suíça;3,149946424;2017
Europa e Eurásia;Turquia;51,65788656;2017
Europa e Eurásia;Turcomenistão;28,39233038;2017
Europa e Eurásia;Ucrânia;29,7737119;2017
Europa e Eurásia;Uzbequistão;41,63678618;2017
Europa e Eurásia;Outros;10,80522116;2017
Oriente Médio;Arábia Saudita;111,425386;2017
Oriente Médio;Catar;47,39311868;2017
Oriente Médio;Coveite;22,15400544;2017
Oriente Médio;Emirados Árabes Unidos;72,16785684;2017
Oriente Médio;Irã;214,4371412;2017
Oriente Médio;Iraque;11,96244415;2017
Oriente Médio;Israel;9,910125;2017
Oriente Médio;Omã;23,30714113;2017
Oriente Médio;Outros;23,72139988;2017
África;África do Sul;4,485345757;2017
África;África Central;3,919538165;2017
África;África Ocidental;22,36229443;2017
África;África Oriental;2,168175651;2017
África;Argélia;38,885;2017
África;Egito;55,9761125;2017
África;Marrocos;1,138084863;2017
África;Outros Norte da África;12,8395248;2017
Ásia-Pacífico;Austrália;41,8617072;2017
Ásia-Pacífico;Bangladesh;26,58994993;2017
Ásia-Pacífico;China;240,43837;2017
Ásia-Pacífico;Cingapura;12,2876539;2017
Ásia-Pacífico;Coreia do Sul;49,3686522;2017
Ásia-Pacífico;Filipinas;3,774427056;2017
Ásia-Pacífico;Hong Kong;3,154784474;2017
Ásia-Pacífico;Índia;54,19637934;2017
Ásia-Pacífico;Indonésia;39,16812847;2017
Ásia-Pacífico;Japão;117,0794191;2017
Ásia-Pacífico;Malásia;42,82203711;2017
Ásia-Pacífico;Nova Zelândia;4,857259593;2017
Ásia-Pacífico;Paquistão;40,73820333;2017
Ásia-Pacífico;Tailândia;50,0837944;2017
Ásia-Pacífico;Taiwan;22,16287752;2017
Ásia-Pacífico;Vietnã;9,453345545;2017
Ásia-Pacífico;Outros;11,60017488;2017
